Repositório,Estrelas,Pull Requests,Estado PR,Número PR,Data de Criação PR,Data de Fechamento PR,Data de Merge PR,Intervalo Criação e Última Atividade,Status Revisão,Revisões,Arquivos Alterados,Linhas Adicionadas,Linhas Excluídas,Caracteres Corpo PR,Participantes PR,Comentários PR
EbookFoundation/free-programming-books,319341,9866,MERGED,11073,2024-02-27 06:35:27+00:00,2024-02-27 17:38:30+00:00,2024-02-27 17:38:30+00:00,11.05,0,0,1,1,1,98,2,1
EbookFoundation/free-programming-books,319341,9866,MERGED,11072,2024-02-25 08:38:56+00:00,2024-02-25 22:00:32+00:00,2024-02-25 22:00:32+00:00,13.36,0,0,1,1,0,793,2,2
EbookFoundation/free-programming-books,319341,9866,MERGED,11071,2024-02-24 11:25:00+00:00,2024-02-24 22:48:03+00:00,2024-02-24 22:48:03+00:00,11.38,0,1,1,1,1,8098,2,0
EbookFoundation/free-programming-books,319341,9866,CLOSED,11066,2024-02-08 06:42:25+00:00,2024-02-10 10:30:40+00:00,0,51.8,0,0,1,57,1,0,1,4
EbookFoundation/free-programming-books,319341,9866,CLOSED,11065,2024-02-08 06:37:30+00:00,2024-02-08 06:39:19+00:00,0,0.03,0,0,1,68,0,630,1,1
EbookFoundation/free-programming-books,319341,9866,CLOSED,11064,2024-02-07 21:09:28+00:00,2024-02-07 21:12:55+00:00,0,0.06,0,0,1,34,0,630,1,1
EbookFoundation/free-programming-books,319341,9866,CLOSED,11062,2024-02-06 14:26:05+00:00,2024-02-06 14:44:03+00:00,0,0.3,0,0,1,5,1,1434,1,2
EbookFoundation/free-programming-books,319341,9866,CLOSED,11060,2024-02-01 21:40:20+00:00,2024-02-02 03:12:19+00:00,0,5.53,0,0,1,1,0,735,2,2
EbookFoundation/free-programming-books,319341,9866,CLOSED,11059,2024-01-27 11:33:17+00:00,2024-02-24 11:25:04+00:00,0,671.86,0,0,1,1,1,4706,0,1
EbookFoundation/free-programming-books,319341,9866,CLOSED,11058,2024-01-27 06:06:25+00:00,2024-02-17 04:37:19+00:00,0,502.51,0,0,1,1,0,662,2,2
EbookFoundation/free-programming-books,319341,9866,MERGED,11054,2024-01-24 18:01:03+00:00,2024-01-24 23:54:31+00:00,2024-01-24 23:54:31+00:00,5.89,0,2,1,1,0,1068,2,2
EbookFoundation/free-programming-books,319341,9866,CLOSED,11053,2024-01-23 17:19:09+00:00,2024-01-24 14:46:45+00:00,0,21.46,0,0,1,1,0,898,2,1
EbookFoundation/free-programming-books,319341,9866,MERGED,11051,2024-01-21 17:48:40+00:00,2024-01-21 19:51:54+00:00,2024-01-21 19:51:54+00:00,2.05,0,0,1,1,1,758,2,0
EbookFoundation/free-programming-books,319341,9866,CLOSED,11050,2024-01-21 09:47:43+00:00,2024-01-21 21:11:04+00:00,0,11.39,0,0,1,1,0,808,3,6
EbookFoundation/free-programming-books,319341,9866,MERGED,11048,2024-01-20 11:03:43+00:00,2024-01-22 03:54:07+00:00,2024-01-22 03:54:07+00:00,40.84,0,1,1,1,1,6522,2,0
EbookFoundation/free-programming-books,319341,9866,CLOSED,11046,2024-01-15 05:16:23+00:00,2024-01-15 17:09:19+00:00,0,11.88,0,1,1,7,0,630,3,2
EbookFoundation/free-programming-books,319341,9866,MERGED,11043,2024-01-14 15:17:57+00:00,2024-01-15 17:06:54+00:00,2024-01-15 17:06:54+00:00,25.82,0,1,2,8,5,885,3,0
EbookFoundation/free-programming-books,319341,9866,MERGED,11040,2024-01-13 11:37:52+00:00,2024-01-15 17:07:25+00:00,2024-01-15 17:07:25+00:00,53.49,0,2,1,1,1,8220,3,0
EbookFoundation/free-programming-books,319341,9866,MERGED,11038,2024-01-09 15:17:27+00:00,2024-01-10 02:33:00+00:00,2024-01-10 02:33:00+00:00,11.26,0,0,1,1,0,838,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,11037,2024-01-09 15:16:04+00:00,2024-01-10 16:17:22+00:00,2024-01-10 16:17:22+00:00,25.02,0,3,1,1,0,830,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,11036,2024-01-09 15:15:10+00:00,2024-01-10 16:16:51+00:00,2024-01-10 16:16:51+00:00,25.03,0,2,1,1,0,812,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,11035,2024-01-09 15:13:59+00:00,2024-01-10 02:30:21+00:00,2024-01-10 02:30:21+00:00,11.27,0,0,1,1,0,825,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,11034,2024-01-09 15:13:25+00:00,2024-01-10 02:28:50+00:00,2024-01-10 02:28:50+00:00,11.26,0,0,1,1,0,802,2,1
EbookFoundation/free-programming-books,319341,9866,MERGED,11033,2024-01-06 14:22:55+00:00,2024-01-07 22:12:30+00:00,2024-01-07 22:12:30+00:00,31.83,0,0,1,1,0,949,2,7
EbookFoundation/free-programming-books,319341,9866,CLOSED,11032,2024-01-05 12:04:06+00:00,2024-01-05 12:24:11+00:00,0,0.33,0,0,1,0,1,150,1,0
EbookFoundation/free-programming-books,319341,9866,MERGED,11029,2024-01-04 02:05:09+00:00,2024-01-04 16:54:31+00:00,2024-01-04 16:54:31+00:00,14.82,0,0,1,0,1,282,2,1
EbookFoundation/free-programming-books,319341,9866,MERGED,11027,2024-01-03 17:15:00+00:00,2024-01-04 16:53:42+00:00,2024-01-04 16:53:42+00:00,23.64,0,1,1,1,0,804,2,0
EbookFoundation/free-programming-books,319341,9866,CLOSED,11026,2024-01-03 05:18:01+00:00,2024-01-03 17:03:44+00:00,0,11.76,0,0,0,0,0,729,2,1
EbookFoundation/free-programming-books,319341,9866,MERGED,11025,2024-01-03 00:27:53+00:00,2024-01-03 02:45:19+00:00,2024-01-03 02:45:19+00:00,2.29,0,0,1,3,0,619,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,11024,2024-01-02 21:21:57+00:00,2024-01-02 22:40:59+00:00,2024-01-02 22:40:59+00:00,1.32,0,0,1,1,1,654,2,0
EbookFoundation/free-programming-books,319341,9866,CLOSED,11023,2024-01-02 16:54:36+00:00,2024-01-15 17:08:08+00:00,0,312.23,0,0,1,1,1,5831,0,2
EbookFoundation/free-programming-books,319341,9866,MERGED,11022,2024-01-02 01:19:04+00:00,2024-01-02 14:40:19+00:00,2024-01-02 14:40:19+00:00,13.35,0,0,1,2,1,824,2,0
EbookFoundation/free-programming-books,319341,9866,CLOSED,11018,2023-12-30 11:19:09+00:00,2024-01-13 11:37:57+00:00,0,336.31,0,0,1,1,1,5494,0,1
EbookFoundation/free-programming-books,319341,9866,MERGED,11017,2023-12-27 23:23:38+00:00,2023-12-28 14:27:12+00:00,2023-12-28 14:27:12+00:00,15.06,0,0,1,1,0,518,2,1
EbookFoundation/free-programming-books,319341,9866,MERGED,11016,2023-12-27 17:19:42+00:00,2023-12-27 17:47:41+00:00,2023-12-27 17:47:41+00:00,0.47,0,0,1,1,0,776,2,1
EbookFoundation/free-programming-books,319341,9866,CLOSED,11015,2023-12-27 16:57:43+00:00,2023-12-27 17:09:57+00:00,0,0.2,0,0,1,1,0,769,1,1
EbookFoundation/free-programming-books,319341,9866,CLOSED,11013,2023-12-23 17:20:27+00:00,2023-12-26 01:28:14+00:00,0,56.13,0,0,1,6,0,662,2,0
EbookFoundation/free-programming-books,319341,9866,CLOSED,11012,2023-12-23 11:04:34+00:00,2023-12-30 11:19:14+00:00,0,168.24,0,0,1,1,1,6314,0,1
EbookFoundation/free-programming-books,319341,9866,MERGED,11011,2023-12-22 09:00:07+00:00,2023-12-26 14:47:18+00:00,2023-12-26 14:47:18+00:00,101.79,CHANGES_REQUESTED,3,1,1,0,1150,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,11010,2023-12-16 15:57:44+00:00,2023-12-18 15:18:35+00:00,2023-12-18 15:18:35+00:00,47.35,0,0,2,24,0,415,3,0
EbookFoundation/free-programming-books,319341,9866,MERGED,11009,2023-12-16 14:53:47+00:00,2023-12-18 15:16:31+00:00,2023-12-18 15:16:31+00:00,48.38,0,0,1,3,3,444,2,0
EbookFoundation/free-programming-books,319341,9866,CLOSED,11008,2023-12-16 11:15:55+00:00,2024-01-15 17:06:07+00:00,0,725.84,0,0,1,1,1,2879,2,2
EbookFoundation/free-programming-books,319341,9866,CLOSED,11007,2023-12-16 11:15:52+00:00,2024-01-15 17:06:23+00:00,0,725.84,0,0,2,2,2,3126,2,2
EbookFoundation/free-programming-books,319341,9866,CLOSED,11006,2023-12-16 11:15:49+00:00,2023-12-23 11:04:39+00:00,0,167.81,0,0,1,1,1,5103,0,1
EbookFoundation/free-programming-books,319341,9866,MERGED,11005,2023-12-16 01:30:55+00:00,2023-12-18 15:15:01+00:00,2023-12-18 15:15:00+00:00,61.73,0,1,1,1,0,806,3,1
EbookFoundation/free-programming-books,319341,9866,MERGED,11004,2023-12-14 15:47:01+00:00,2023-12-14 16:15:28+00:00,2023-12-14 16:15:28+00:00,0.47,0,0,2,11,11,724,2,1
EbookFoundation/free-programming-books,319341,9866,CLOSED,11003,2023-12-13 18:12:45+00:00,2023-12-15 17:26:34+00:00,0,47.23,0,1,1,1,0,650,3,2
EbookFoundation/free-programming-books,319341,9866,MERGED,11002,2023-12-12 16:39:03+00:00,2023-12-13 14:07:47+00:00,2023-12-13 14:07:47+00:00,21.48,0,1,1,6,0,650,2,2
EbookFoundation/free-programming-books,319341,9866,CLOSED,11001,2023-12-12 13:43:35+00:00,2023-12-12 17:53:21+00:00,0,4.16,0,0,1,1,0,691,2,2
EbookFoundation/free-programming-books,319341,9866,MERGED,11000,2023-12-10 04:22:30+00:00,2023-12-12 17:48:44+00:00,2023-12-12 17:48:44+00:00,61.44,0,0,2,34,2,539,2,1
EbookFoundation/free-programming-books,319341,9866,MERGED,10999,2023-12-09 11:17:20+00:00,2023-12-11 04:10:02+00:00,2023-12-11 04:10:02+00:00,40.88,0,1,1,1,1,7878,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,10998,2023-12-09 11:17:15+00:00,2023-12-11 04:09:38+00:00,2023-12-11 04:09:38+00:00,40.87,0,1,1,2,2,4993,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,10997,2023-12-05 17:13:49+00:00,2023-12-05 18:16:56+00:00,2023-12-05 18:16:56+00:00,1.05,CHANGES_REQUESTED,2,1,7,0,891,2,1
EbookFoundation/free-programming-books,319341,9866,MERGED,10996,2023-12-04 13:21:17+00:00,2023-12-04 18:26:05+00:00,2023-12-04 18:26:05+00:00,5.08,0,0,1,1,0,783,2,3
EbookFoundation/free-programming-books,319341,9866,CLOSED,10994,2023-12-02 11:57:15+00:00,2023-12-09 11:17:25+00:00,0,167.34,0,0,1,1,1,7146,0,1
EbookFoundation/free-programming-books,319341,9866,CLOSED,10992,2023-12-01 04:18:05+00:00,2024-02-15 07:53:15+00:00,0,1827.59,0,0,1,6,0,683,3,4
EbookFoundation/free-programming-books,319341,9866,MERGED,10991,2023-11-30 17:27:27+00:00,2023-12-04 18:05:05+00:00,2023-12-04 18:05:05+00:00,96.63,0,1,1,1,0,722,3,1
EbookFoundation/free-programming-books,319341,9866,MERGED,10988,2023-11-21 19:51:24+00:00,2023-11-22 00:55:07+00:00,2023-11-22 00:55:06+00:00,5.06,0,2,4,7,2,33,1,4
EbookFoundation/free-programming-books,319341,9866,MERGED,10987,2023-11-21 14:30:50+00:00,2023-11-21 18:24:40+00:00,2023-11-21 18:24:40+00:00,3.9,0,0,1,1,3,580,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,10986,2023-11-21 13:37:53+00:00,2023-11-21 13:58:15+00:00,2023-11-21 13:58:15+00:00,0.34,0,0,2,1,6,87,1,0
EbookFoundation/free-programming-books,319341,9866,MERGED,10985,2023-11-18 11:34:17+00:00,2023-11-21 22:56:36+00:00,2023-11-21 22:56:36+00:00,83.37,0,1,1,1,1,4207,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,10984,2023-11-17 16:44:27+00:00,2023-11-17 17:00:14+00:00,2023-11-17 17:00:14+00:00,0.26,0,0,1,1,0,39,2,2
EbookFoundation/free-programming-books,319341,9866,MERGED,10983,2023-11-17 16:27:02+00:00,2023-11-17 17:40:42+00:00,2023-11-17 17:40:42+00:00,1.23,0,0,1,62,62,630,1,2
EbookFoundation/free-programming-books,319341,9866,CLOSED,10982,2023-11-17 13:10:18+00:00,2023-11-17 13:56:19+00:00,0,0.77,0,0,1,1,0,1608,2,0
EbookFoundation/free-programming-books,319341,9866,MERGED,10981,2023-11-15 05:34:23+00:00,2023-11-17 14:55:33+00:00,2023-11-17 14:55:33+00:00,57.35,0,0,1,1,0,588,2,5
EbookFoundation/free-programming-books,319341,9866,MERGED,10980,2023-11-13 05:55:06+00:00,2023-11-17 17:29:15+00:00,2023-11-17 17:29:15+00:00,107.57,0,0,6,16,5,111,1,1
EbookFoundation/free-programming-books,319341,9866,MERGED,10979,2023-11-12 08:22:01+00:00,2023-11-13 15:53:52+00:00,2023-11-13 15:53:52+00:00,31.53,0,3,1,1,0,634,4,0
EbookFoundation/free-programming-books,319341,9866,MERGED,10978,2023-11-11 11:43:29+00:00,2023-11-13 15:53:03+00:00,2023-11-13 15:53:03+00:00,52.16,0,1,1,1,1,4153,2,0
sindresorhus/awesome,299372,1986,MERGED,3019,2024-04-10 03:15:57+00:00,2024-04-10 03:36:31+00:00,2024-04-10 03:36:31+00:00,0.34,0,0,1,2,2,181,2,0
sindresorhus/awesome,299372,1986,CLOSED,3009,2024-04-02 03:23:46+00:00,2024-04-02 06:52:34+00:00,0,3.48,0,0,1,1,0,7283,1,0
sindresorhus/awesome,299372,1986,MERGED,3004,2024-03-25 12:59:40+00:00,2024-03-25 17:16:12+00:00,2024-03-25 17:16:12+00:00,4.28,0,0,1,1,1,56,2,0
sindresorhus/awesome,299372,1986,CLOSED,2999,2024-03-19 11:57:39+00:00,2024-04-09 05:01:39+00:00,0,497.07,0,1,2,6,3,7370,4,6
sindresorhus/awesome,299372,1986,CLOSED,2989,2024-03-08 01:41:48+00:00,2024-03-08 05:19:42+00:00,0,3.63,0,0,80,2089,2407,7283,2,0
sindresorhus/awesome,299372,1986,CLOSED,2980,2024-02-22 06:43:29+00:00,2024-02-22 07:57:37+00:00,0,1.24,0,0,1,1,0,7283,3,0
sindresorhus/awesome,299372,1986,MERGED,2978,2024-02-21 13:06:47+00:00,2024-04-03 16:25:01+00:00,2024-04-03 16:25:01+00:00,1011.3,0,0,1,1,0,7090,5,15
sindresorhus/awesome,299372,1986,CLOSED,2977,2024-02-21 10:53:15+00:00,2024-02-21 11:22:50+00:00,0,0.49,0,0,1,1,0,7945,2,0
sindresorhus/awesome,299372,1986,CLOSED,2976,2024-02-20 18:59:58+00:00,2024-02-20 19:10:22+00:00,0,0.17,0,0,1,1,0,7283,2,1
sindresorhus/awesome,299372,1986,CLOSED,2973,2024-02-16 12:07:18+00:00,2024-02-16 13:44:57+00:00,0,1.63,0,0,1,1,1,7283,2,0
sindresorhus/awesome,299372,1986,CLOSED,2970,2024-02-13 16:43:10+00:00,2024-02-19 22:31:56+00:00,0,149.81,0,1,1,1,0,7283,3,1
sindresorhus/awesome,299372,1986,CLOSED,2969,2024-02-13 15:28:02+00:00,2024-02-13 15:29:54+00:00,0,0.03,0,0,2,27,879,7283,1,0
sindresorhus/awesome,299372,1986,CLOSED,2938,2024-01-12 07:11:32+00:00,2024-01-12 07:31:36+00:00,0,0.33,0,0,1,1,0,7438,1,2
sindresorhus/awesome,299372,1986,CLOSED,2937,2024-01-12 07:03:57+00:00,2024-01-12 07:07:53+00:00,0,0.07,0,0,1,1,0,7438,1,2
sindresorhus/awesome,299372,1986,CLOSED,2924,2024-01-02 04:11:17+00:00,2024-01-10 01:35:59+00:00,0,189.41,0,2,1,1,0,7438,4,4
sindresorhus/awesome,299372,1986,CLOSED,2920,2023-12-30 11:48:59+00:00,2023-12-30 13:11:31+00:00,0,1.38,0,0,1,1,0,7381,2,1
sindresorhus/awesome,299372,1986,CLOSED,2917,2023-12-25 18:57:49+00:00,2023-12-27 00:32:57+00:00,0,29.59,0,0,1,1,0,7144,2,1
sindresorhus/awesome,299372,1986,CLOSED,2912,2023-12-20 01:56:34+00:00,2023-12-20 02:11:08+00:00,0,0.24,0,1,1,1,0,7371,3,1
sindresorhus/awesome,299372,1986,CLOSED,2894,2023-12-06 05:42:40+00:00,2023-12-06 05:55:01+00:00,0,0.21,0,0,1,1,0,7627,1,0
sindresorhus/awesome,299372,1986,CLOSED,2888,2023-12-03 17:11:42+00:00,2024-02-14 09:22:14+00:00,0,1744.18,0,2,1,1,0,7401,5,4
sindresorhus/awesome,299372,1986,CLOSED,2878,2023-11-27 08:20:33+00:00,2024-02-14 09:21:35+00:00,0,1897.02,0,1,1,1,0,7390,4,2
sindresorhus/awesome,299372,1986,CLOSED,2874,2023-11-24 10:25:39+00:00,2024-02-14 09:21:21+00:00,0,1966.93,0,0,1,1,0,7375,3,2
sindresorhus/awesome,299372,1986,CLOSED,2866,2023-11-21 12:35:29+00:00,2023-11-21 12:44:19+00:00,0,0.15,0,0,1,5,0,7283,2,0
sindresorhus/awesome,299372,1986,CLOSED,2862,2023-11-16 22:22:39+00:00,2023-11-17 08:35:29+00:00,0,10.21,0,0,1,472,472,7431,2,1
sindresorhus/awesome,299372,1986,MERGED,2858,2023-11-14 18:36:59+00:00,2023-11-14 19:49:32+00:00,2023-11-14 19:49:32+00:00,1.21,0,0,1,1,0,7510,2,1
sindresorhus/awesome,299372,1986,CLOSED,2852,2023-11-09 14:18:02+00:00,2023-11-17 08:35:51+00:00,0,186.3,0,0,1,1,0,51,3,1
sindresorhus/awesome,299372,1986,CLOSED,2846,2023-11-04 02:57:48+00:00,2024-01-04 13:05:33+00:00,0,1474.13,0,2,1,1,1,86,6,7
sindresorhus/awesome,299372,1986,CLOSED,2843,2023-10-30 15:32:44+00:00,2024-02-14 09:15:30+00:00,0,2561.71,0,0,1,1,1,7528,4,5
sindresorhus/awesome,299372,1986,CLOSED,2842,2023-10-29 13:55:57+00:00,2023-10-29 14:07:42+00:00,0,0.2,0,1,1,3,3,7283,3,1
sindresorhus/awesome,299372,1986,CLOSED,2837,2023-10-27 08:47:25+00:00,2024-02-14 08:37:31+00:00,0,2639.84,0,2,1,1,0,7636,8,9
sindresorhus/awesome,299372,1986,CLOSED,2836,2023-10-26 15:42:20+00:00,2023-10-26 16:03:33+00:00,0,0.35,0,0,1,1,0,7251,2,1
sindresorhus/awesome,299372,1986,MERGED,2835,2023-10-26 14:01:08+00:00,2023-10-26 14:59:56+00:00,2023-10-26 14:59:56+00:00,0.98,0,1,4,9,9,336,3,3
sindresorhus/awesome,299372,1986,MERGED,2834,2023-10-26 10:21:37+00:00,2023-10-26 11:42:33+00:00,2023-10-26 11:42:33+00:00,1.35,0,1,1,1,1,1382,4,1
sindresorhus/awesome,299372,1986,CLOSED,2827,2023-10-24 08:27:55+00:00,2023-10-24 10:48:08+00:00,0,2.34,0,0,1,1,0,0,2,2
sindresorhus/awesome,299372,1986,CLOSED,2823,2023-10-21 13:17:14+00:00,2023-10-21 13:22:34+00:00,0,0.09,0,0,1,1,127,7277,2,0
sindresorhus/awesome,299372,1986,CLOSED,2822,2023-10-21 03:48:49+00:00,2023-10-21 03:55:39+00:00,0,0.11,0,0,1,1,0,7268,1,0
sindresorhus/awesome,299372,1986,CLOSED,2813,2023-10-12 18:07:54+00:00,2024-02-14 08:17:41+00:00,0,2990.16,0,1,1,1,0,7559,3,4
sindresorhus/awesome,299372,1986,CLOSED,2810,2023-10-09 20:11:13+00:00,2024-02-14 08:14:53+00:00,0,3060.06,0,2,1,1,0,7098,8,6
sindresorhus/awesome,299372,1986,CLOSED,2804,2023-10-06 10:53:29+00:00,2024-02-14 08:14:29+00:00,0,3141.35,0,1,1,1,0,7178,6,5
sindresorhus/awesome,299372,1986,MERGED,2803,2023-10-06 04:57:49+00:00,2024-02-13 21:14:38+00:00,2024-02-13 21:14:38+00:00,3136.28,0,0,1,1,0,7581,2,4
sindresorhus/awesome,299372,1986,MERGED,2799,2023-10-03 08:25:31+00:00,2023-10-14 18:48:28+00:00,2023-10-14 18:48:28+00:00,274.38,0,0,1,1,1,37,2,0
sindresorhus/awesome,299372,1986,CLOSED,2794,2023-09-30 12:51:34+00:00,2023-09-30 14:25:51+00:00,0,1.57,0,1,1,34,0,7098,3,2
sindresorhus/awesome,299372,1986,CLOSED,2790,2023-09-24 11:17:57+00:00,2023-09-24 14:55:37+00:00,0,3.63,0,0,1,1,0,7358,2,2
sindresorhus/awesome,299372,1986,CLOSED,2781,2023-09-15 03:41:53+00:00,2023-09-15 08:30:36+00:00,0,4.81,0,0,1,1,0,7098,2,1
sindresorhus/awesome,299372,1986,CLOSED,2780,2023-09-13 14:06:05+00:00,2023-10-14 21:46:41+00:00,0,751.68,0,1,0,0,0,7234,4,16
sindresorhus/awesome,299372,1986,CLOSED,2763,2023-08-30 11:47:18+00:00,2024-01-19 11:25:46+00:00,0,3407.64,0,1,1,1,0,7669,8,11
sindresorhus/awesome,299372,1986,CLOSED,2762,2023-08-30 11:20:48+00:00,2023-08-30 11:41:20+00:00,0,0.34,0,0,1,1,0,7669,1,1
sindresorhus/awesome,299372,1986,CLOSED,2753,2023-08-18 17:15:37+00:00,2024-02-14 08:12:46+00:00,0,4310.95,0,4,1,1,0,3635,7,9
sindresorhus/awesome,299372,1986,CLOSED,2751,2023-08-17 17:07:48+00:00,2023-09-18 12:42:42+00:00,0,763.58,0,0,1,1,0,14124,5,4
sindresorhus/awesome,299372,1986,CLOSED,2744,2023-08-10 21:57:31+00:00,2024-02-14 08:10:24+00:00,0,4498.21,0,0,1,1,0,7307,4,5
sindresorhus/awesome,299372,1986,MERGED,2743,2023-08-10 11:30:11+00:00,2023-09-24 17:54:29+00:00,2023-09-24 17:54:29+00:00,1086.4,0,2,1,1,0,7134,7,8
sindresorhus/awesome,299372,1986,CLOSED,2742,2023-08-09 18:53:06+00:00,2023-08-10 22:17:45+00:00,0,27.41,0,0,1,1,0,7196,4,4
sindresorhus/awesome,299372,1986,MERGED,2739,2023-08-06 06:45:57+00:00,2023-10-07 04:11:37+00:00,2023-10-07 04:11:37+00:00,1485.43,0,0,1,1,1,7616,3,7
sindresorhus/awesome,299372,1986,CLOSED,2737,2023-08-04 21:56:28+00:00,2023-10-14 18:03:10+00:00,0,1700.11,0,0,1,1,0,7105,6,6
sindresorhus/awesome,299372,1986,MERGED,2736,2023-08-02 09:15:47+00:00,2024-02-14 08:09:43+00:00,2024-02-14 08:09:43+00:00,4702.9,0,3,1,1,0,3488,6,8
sindresorhus/awesome,299372,1986,MERGED,2734,2023-07-30 23:28:41+00:00,2023-10-14 18:57:02+00:00,2023-10-14 18:57:02+00:00,1819.47,0,2,1,1,0,7311,5,5
sindresorhus/awesome,299372,1986,MERGED,2731,2023-07-29 18:47:32+00:00,2024-02-14 08:00:31+00:00,2024-02-14 08:00:31+00:00,4789.22,0,0,1,1,0,7208,6,9
sindresorhus/awesome,299372,1986,CLOSED,2719,2023-07-21 05:17:11+00:00,2023-07-24 01:30:47+00:00,0,68.23,0,0,1,1,0,7187,3,3
sindresorhus/awesome,299372,1986,CLOSED,2718,2023-07-15 08:12:55+00:00,2023-07-15 11:53:05+00:00,0,3.67,0,0,1,1,39,7098,2,0
sindresorhus/awesome,299372,1986,CLOSED,2715,2023-07-12 17:44:27+00:00,2023-11-07 18:02:22+00:00,0,2832.3,0,1,1,1,0,7783,5,6
sindresorhus/awesome,299372,1986,CLOSED,2714,2023-07-07 10:40:56+00:00,2023-07-07 18:33:59+00:00,0,7.88,0,1,1,30,0,9106,3,0
sindresorhus/awesome,299372,1986,CLOSED,2710,2023-07-04 17:47:30+00:00,2023-07-05 09:17:21+00:00,0,15.5,0,0,1,1,0,7114,2,1
sindresorhus/awesome,299372,1986,CLOSED,2695,2023-06-23 22:54:41+00:00,2023-07-12 17:29:06+00:00,0,450.57,0,1,1,1,4,7783,6,13
sindresorhus/awesome,299372,1986,CLOSED,2694,2023-06-23 13:44:05+00:00,2023-06-23 13:49:44+00:00,0,0.09,0,0,1,2,2,401,1,0
sindresorhus/awesome,299372,1986,CLOSED,2692,2023-06-23 08:02:35+00:00,2023-12-25 17:59:48+00:00,0,4449.95,0,5,0,0,0,7085,10,6
sindresorhus/awesome,299372,1986,CLOSED,2691,2023-06-22 19:03:51+00:00,2023-06-22 19:05:46+00:00,0,0.03,0,0,1,1,0,7179,1,0
sindresorhus/awesome,299372,1986,MERGED,2690,2023-06-22 11:27:17+00:00,2024-02-14 07:53:55+00:00,2024-02-14 07:53:55+00:00,5684.44,0,1,1,1,0,7232,5,10
sindresorhus/awesome,299372,1986,CLOSED,2689,2023-06-21 13:20:44+00:00,2023-06-21 13:27:54+00:00,0,0.12,0,0,1,1,0,7125,1,1
sindresorhus/awesome,299372,1986,CLOSED,2687,2023-06-20 15:34:48+00:00,2023-06-20 20:32:40+00:00,0,4.96,0,0,1,104,0,7151,2,0
sindresorhus/awesome,299372,1986,MERGED,2686,2023-06-20 14:42:41+00:00,2023-06-21 10:07:48+00:00,2023-06-21 10:07:48+00:00,19.42,0,0,1,1,0,7131,2,2
sindresorhus/awesome,299372,1986,CLOSED,2666,2023-06-06 20:24:05+00:00,2023-06-06 20:27:04+00:00,0,0.05,0,0,1,1,0,7067,2,1
sindresorhus/awesome,299372,1986,CLOSED,2658,2023-06-02 22:50:59+00:00,2024-02-14 07:47:03+00:00,0,6152.93,0,1,1,1,0,7676,5,5
sindresorhus/awesome,299372,1986,CLOSED,2655,2023-05-30 17:59:48+00:00,2023-06-21 10:45:09+00:00,0,520.76,0,2,1,1,0,8019,3,4
sindresorhus/awesome,299372,1986,CLOSED,2650,2023-05-29 08:54:33+00:00,2023-05-29 09:01:53+00:00,0,0.12,0,0,1,1,0,400,1,0
sindresorhus/awesome,299372,1986,CLOSED,2647,2023-05-28 18:33:53+00:00,2024-02-14 07:46:21+00:00,0,6277.21,0,2,1,1,0,7380,12,13
sindresorhus/awesome,299372,1986,CLOSED,2642,2023-05-26 14:16:44+00:00,2023-07-18 12:09:04+00:00,0,1269.87,0,1,1,1,1,7176,5,14
sindresorhus/awesome,299372,1986,MERGED,2640,2023-05-25 14:29:31+00:00,2023-10-14 15:58:54+00:00,2023-10-14 15:58:54+00:00,3409.49,0,1,1,1,0,7137,6,11
sindresorhus/awesome,299372,1986,CLOSED,2635,2023-05-22 00:53:38+00:00,2023-05-22 00:59:21+00:00,0,0.1,0,0,1,1,0,7137,1,0
sindresorhus/awesome,299372,1986,CLOSED,2631,2023-05-18 09:58:07+00:00,2023-05-18 10:36:52+00:00,0,0.65,0,0,1,5,0,7067,2,1
sindresorhus/awesome,299372,1986,CLOSED,2630,2023-05-18 08:20:37+00:00,2023-05-18 08:23:28+00:00,0,0.05,0,0,1,1,0,0,2,0
sindresorhus/awesome,299372,1986,CLOSED,2628,2023-05-17 10:00:38+00:00,2023-05-17 10:53:33+00:00,0,0.88,0,0,1,1,0,7060,2,2
sindresorhus/awesome,299372,1986,CLOSED,2626,2023-05-14 15:35:36+00:00,2023-06-21 10:45:33+00:00,0,907.17,0,0,1,1,0,6569,3,3
sindresorhus/awesome,299372,1986,CLOSED,2625,2023-05-14 02:24:40+00:00,2023-05-14 07:11:03+00:00,0,4.77,0,0,1,1,0,6569,2,3
sindresorhus/awesome,299372,1986,MERGED,2622,2023-05-13 12:43:06+00:00,2024-02-13 21:51:16+00:00,2024-02-13 21:51:16+00:00,6633.14,0,1,1,1,0,7059,6,12
sindresorhus/awesome,299372,1986,MERGED,2620,2023-05-11 18:02:46+00:00,2023-10-14 16:20:57+00:00,2023-10-14 16:20:57+00:00,3742.3,0,1,1,1,0,7497,4,5
